CUSTOMER_ID,LAST_NAME,FIRST_NAME,CONTACT_PH_NUM,CONTACT_EMAIL,FlightNumber,Seat,InventoryId,Dep_Key,AircraftType,DepartureDateTime,ArrivalDateTime,DepartureAirport,ArrivalAirport,Passenger_Rating,Flight_Rating,Flight_Quality_Grade
PEA5364,Blevins,Isaac,(615) 136-7322,isaacblevins5@example.com,2223.0,C15,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
JOL8490,Morrison,Emma,(828) 187-4320,emmamorrison1@example.com,2223.0,D19,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
FPS6829,Jones,Kenneth,(340) 110-7527,kennethjones2@example.com,2223.0,D41,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2500,250,A
BIC6184,Alexander,Diana,(533) 259-4629,dianaalexander1@example.com,2223.0,A4,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3800,250,A
MWZ8969,Holloway,Miguel,(496) 477-3595,miguelholloway2@example.com,2223.0,D24,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
SHY5648,Lewis,Heidi,(229) 701-3028,heidilewis2@example.com,2223.0,B14,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
OHB7037,Nichols,Robert,(554) 305-8151,robertnichols2@example.com,2223.0,C48,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,4300,250,A
RGN9143,Sanford,Anthony,(943) 491-4586,anthonysanford7@example.com,2223.0,D72,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3200,250,A
HGT6065,Simpson,Jason,(241) 432-2564,jasonsimpson2@example.com,2223.0,D22,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
KIX6381,Lawson,Peter,(238) 338-9104,peterlawson8@example.com,2223.0,D26,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
GYQ5822,Mosley,Amber,(196) 359-6184,ambermosley3@example.com,2223.0,C37,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5100,250,A
DLN0891,Harper,Pamela,(677) 861-3988,pamelaharper5@example.com,2223.0,D59,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
PTX4588,Mitchell,Joseph,(481) 173-9808,josephmitchell6@example.com,2223.0,D37,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
PUV1188,Bhatt,Lakshit,(906) 446-5295,lakshitbhatt2@example.com,2223.0,C40,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3300,250,A
EEO7451,Aurora,Yakshit,(941) 171-7807,yakshitaurora1@example.com,2223.0,A14,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4300,250,A
CSD7677,Rastogi,Madhup,(542) 115-1567,madhuprastogi2@example.com,2223.0,A15,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
TTT6913,Meyer,Sharon,(390) 855-8591,sharonmeyer3@example.com,2223.0,A32,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2900,250,A
ZOK2661,Batta,Himmat,(741) 532-8457,himmatbatta6@example.com,2223.0,D45,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
DXN1159,Harvey,Julie,(265) 785-2699,julieharvey1@example.com,2223.0,C2,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
SYC0291,Cunningham,Ashley,(352) 646-1300,ashleycunningham1@example.com,2223.0,A12,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4300,250,A
PNV3676,Bains,Piya,(534) 501-1326,piyabains1@example.com,2223.0,C31,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
NFM0236,Jones,Frank,(601) 963-8684,frankjones1@example.com,2223.0,D52,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2800,250,A
TGE9567,Jhaveri,Reyansh,(582) 695-8207,reyanshjhaveri1@example.com,2223.0,D1,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3800,250,A
UIW6890,Rodgers,Ethan,(947) 954-7950,ethanrodgers3@example.com,2223.0,D54,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2800,250,A
IQE0134,Raju,Mehul,(637) 566-1062,mehulraju1@example.com,2223.0,A24,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
UFZ2491,Mitchell,Elizabeth,(987) 333-7383,elizabethmitchell1@example.com,2223.0,A33,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2900,250,A
QFF7534,Garcia,Alexandra,(744) 839-5788,alexandragarcia5@example.com,2223.0,D47,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
SSA0447,Khosla,Ivan,(382) 322-8097,ivankhosla1@example.com,2223.0,B11,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
ITY6461,Mullins,Tracy,(488) 895-8587,tracymullins2@example.com,2223.0,C6,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
CTH5101,Thomas,Michael,(422) 371-5263,michaelthomas1@example.com,2223.0,C44,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3600,250,A
VSP3292,Buchanan,Marcus,(703) 661-7507,marcusbuchanan6@example.com,2223.0,D57,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
WVH7401,Nelson,Margaret,(890) 873-8725,margaretnelson4@example.com,2223.0,D49,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
IDA4791,Fields,Brenda,(108) 478-8904,brendafields4@example.com,2223.0,C33,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3100,250,A
